similarity_prediction_weight,time_decay_factor,direct_assignment_score,contribution_score,discussion_score,similarity_threshold,topk_issues,T1DL,T1Sim,T1Com,T3DL,T3Sim,T3Com,T5DL,T5Sim,T5Com,T10DL,T10Sim,T10Com,T20DL,T20Sim,T20Com
0.65,0.01,0.5,1.5,0.2,0.0,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.05,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.1,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.15000000000000002,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.2,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.25,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.30000000000000004,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.35000000000000003,20,0.2559366754617414,0.287598944591029,0.3245382585751979,0.47229551451187335,0.48812664907651715,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.4,20,0.2559366754617414,0.287598944591029,0.32717678100263853,0.47229551451187335,0.49076517150395776,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7097625329815304,0.7572559366754618,0.899736147757256,0.8680738786279684,0.9182058047493403
0.65,0.01,0.5,1.5,0.2,0.45,20,0.2559366754617414,0.2849604221635884,0.3245382585751979,0.47229551451187335,0.48548812664907653,0.5303430079155673,0.5910290237467019,0.5910290237467019,0.633245382585752,0.7282321899736148,0.7071240105540897,0.7519788918205804,0.899736147757256,0.8654353562005277,0.9155672823218998
0.65,0.01,0.5,1.5,0.2,0.5,20,0.2559366754617414,0.29023746701846964,0.31926121372031663,0.47229551451187335,0.48284960422163586,0.5329815303430079,0.5910290237467019,0.5883905013192612,0.6358839050131926,0.7282321899736148,0.7018469656992085,0.7493403693931399,0.899736147757256,0.8601583113456465,0.9155672823218998
0.65,0.01,0.5,1.5,0.2,0.55,20,0.2559366754617414,0.2770448548812665,0.3087071240105541,0.47229551451187335,0.47229551451187335,0.5277044854881267,0.5910290237467019,0.5699208443271768,0.6306068601583114,0.7282321899736148,0.6912928759894459,0.7493403693931399,0.899736147757256,0.8496042216358839,0.9129287598944591
0.65,0.01,0.5,1.5,0.2,0.6000000000000001,20,0.2559366754617414,0.2770448548812665,0.29815303430079154,0.47229551451187335,0.45910290237467016,0.525065963060686,0.5910290237467019,0.5620052770448549,0.6306068601583114,0.7282321899736148,0.683377308707124,0.7519788918205804,0.899736147757256,0.8364116094986808,0.9129287598944591
0.65,0.01,0.5,1.5,0.2,0.65,20,0.2559366754617414,0.25065963060686014,0.2955145118733509,0.47229551451187335,0.43007915567282323,0.5171503957783641,0.5910290237467019,0.5145118733509235,0.6279683377308707,0.7282321899736148,0.6437994722955145,0.7493403693931399,0.899736147757256,0.8179419525065963,0.9155672823218998
0.65,0.01,0.5,1.5,0.2,0.7000000000000001,20,0.2559366754617414,0.23746701846965698,0.2928759894459103,0.47229551451187335,0.38786279683377306,0.5118733509234829,0.5910290237467019,0.48548812664907653,0.6121372031662269,0.7282321899736148,0.6253298153034301,0.7546174142480211,0.899736147757256,0.783641160949868,0.9129287598944591
0.65,0.01,0.5,1.5,0.2,0.75,20,0.2559366754617414,0.17941952506596306,0.26649076517150394,0.47229551451187335,0.29023746701846964,0.47757255936675463,0.5910290237467019,0.35356200527704484,0.5989445910290238,0.7282321899736148,0.47493403693931396,0.7467018469656992,0.899736147757256,0.6781002638522428,0.9023746701846965
0.65,0.01,0.5,1.5,0.2,0.8,20,0.2559366754617414,0.12401055408970976,0.2612137203166227,0.47229551451187335,0.21108179419525067,0.48812664907651715,0.5910290237467019,0.2612137203166227,0.6094986807387863,0.7282321899736148,0.38786279683377306,0.7387862796833773,0.899736147757256,0.6464379947229552,0.9023746701846965
0.65,0.01,0.5,1.5,0.2,0.8500000000000001,20,0.2559366754617414,0.079155672823219,0.2559366754617414,0.47229551451187335,0.13984168865435356,0.47757255936675463,0.5910290237467019,0.16358839050131926,0.5989445910290238,0.7282321899736148,0.29815303430079154,0.7282321899736148,0.899736147757256,0.604221635883905,0.899736147757256
