similarity_prediction_weight,T1Com
0.1,0.33656836461126
0.15,0.3428239499553172
0.2,0.3466112600536193
0.25,0.3584620196604111
0.3,0.3503127792672028
0.35,0.3449508489722967
0.4,0.3458445040214477
0.45,0.3378016085790885
0.5,0.3315460232350313
0.55,0.324396782841823
0.6,0.322609472743521
0.65,0.3208221626452189
0.7,0.3199285075960679
0.75,0.3172475424486148
0.8,0.3172475424486148
0.85,0.3172475424486148
0.9,0.3163538873994638
0.95,0.3154602323503128
1.0,0.3145665773011618
