similarity_prediction_weight,T1Com
0.1,0.2823218997361477
0.15,0.2981530343007915
0.2,0.3034300791556728
0.25,0.3060686015831134
0.3,0.3034300791556728
0.35,0.3034300791556728
0.4,0.3113456464379947
0.45,0.3113456464379947
0.5,0.316622691292876
0.55,0.3139841688654353
0.6,0.3139841688654353
0.65,0.327622691292876
0.7,0.316622691292876
0.75,0.3113456464379947
0.8,0.3139841688654353
0.85,0.3113456464379947
0.9,0.3060686015831134
0.95,0.3060686015831134
1.0,0.3060686015831134
